budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,cast,crew,director,dmg_score,actor_score,genre_score,kwd_score,diro_score,norm_actor_score,norm_genre_score,norm_kwd_score,norm_diro_score,norm_dmg_score,weighted_score
15000000,"['drama', 'romance', 'sciencefiction']",http://www.foxsearchlight.com/neverletmego/,42188,"['soul', 'basedonnovel', 'sadness']",en,Never Let Me Go,"As children, Kathy, Ruth, and Tommy spend their childhood at an idyllic and secluded English boarding school. As they grow into adults, they must come to terms with the complexity and strength of their love for one another while also preparing for the haunting reality awaiting them.",30.983397,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""DNA Films"", ""id"": 284}, {""name"": ""Film4"", ""id"": 9349}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-09-15,9455232,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,These students have everything they need. Except time.,Never Let Me Go,6.8,737,"['careymulligan', 'andrewgarfield', 'keiraknightley']","[{'credit_id': '52fe45f3c3a36847f80e3c91', 'department': 'Production', 'gender': 1, 'id': 465, 'job': 'Executive Producer', 'name': 'Tessa Ross'}, {'credit_id': '52fe45f3c3a36847f80e3c6d', 'department': 'Production', 'gender': 2, 'id': 2035, 'job': 'Producer', 'name': 'Andrew Macdonald'}, {'credit_id': '52fe45f2c3a36847f80e3c31', 'department': 'Writing', 'gender': 2, 'id': 2036, 'job': 'Screenplay', 'name': 'Alex Garland'}, {'credit_id': '52fe45f3c3a36847f80e3c85', 'department': 'Production', 'gender': 2, 'id': 2036, 'job': 'Executive Producer', 'name': 'Alex Garland'}, {'credit_id': '52fe45f2c3a36847f80e3c37', 'department': 'Sound', 'gender': 1, 'id': 3562, 'job': 'Original Music Composer', 'name': 'Rachel Portman'}, {'credit_id': '52fe45f2c3a36847f80e3c3d', 'department': 'Camera', 'gender': 2, 'id': 5360, 'job': 'Director of Photography', 'name': 'Adam Kimmel'}, {'credit_id': '593d366a92514105e201d450', 'department': 'Costume & Make-Up', 'gender': 0, 'id': 9006, 'job': 'Costume Design', 'name': 'Rachael Fleming'}, {'credit_id': '593d37db925141059701d335', 'department': 'Editing', 'gender': 0, 'id': 40813, 'job': 'Dialogue Editor', 'name': 'Gillian Dodders'}, {'credit_id': '593d3842c3a3680f1401c4b6', 'department': 'Visual Effects', 'gender': 0, 'id': 15909, 'job': 'Special Effects Supervisor', 'name': 'Sam Conway'}, {'credit_id': '52fe45f3c3a36847f80e3c73', 'department': 'Production', 'gender': 0, 'id': 17600, 'job': 'Producer', 'name': 'Allon Reich'}, {'credit_id': '52fe45f3c3a36847f80e3c9d', 'department': 'Art', 'gender': 2, 'id': 20463, 'job': 'Production Design', 'name': 'Mark Digby'}, {'credit_id': '593d3595925141058701d8ab', 'department': 'Art', 'gender': 2, 'id': 26193, 'job': 'Supervising Art Director', 'name': 'Denis Schnegg'}, {'credit_id': '593d3615925141058701d921', 'department': 'Art', 'gender': 0, 'id': 26194, 'job': 'Set Decoration', 'name': 'Michelle Day'}, {'credit_id': '593d3a91925141058f01eace', 'department': 'Sound', 'gender': 2, 'id': 52161, 'job': 'Music Supervisor', 'name': 'Randall Poster'}, {'credit_id': '52fe45f3c3a36847f80e3c97', 'department': 'Production', 'gender': 1, 'id': 53346, 'job': 'Casting', 'name': 'Kate Dowd'}, {'credit_id': '52fe45f2c3a36847f80e3c2b', 'department': 'Directing', 'gender': 2, 'id': 57446, 'job': 'Director', 'name': 'Mark Romanek'}, {'credit_id': '593d3526925141058701d837', 'department': 'Editing', 'gender': 0, 'id': 71534, 'job': 'Editor', 'name': 'Barney Pilling'}, {'credit_id': '52fe45f3c3a36847f80e3c8b', 'department': 'Production', 'gender': 0, 'id': 83664, 'job': 'Executive Producer', 'name': 'Kazuo Ishiguro'}, {'credit_id': '52fe45f3c3a36847f80e3c67', 'department': 'Writing', 'gender': 0, 'id': 83664, 'job': 'Novel', 'name': 'Kazuo Ishiguro'}, {'credit_id': '52fe45f3c3a36847f80e3c79', 'department': 'Production', 'gender': 2, 'id': 958649, 'job': 'Producer', 'name': 'Richard Hewitt'}, {'credit_id': '52fe45f3c3a36847f80e3c7f', 'department': 'Production', 'gender': 0, 'id': 1125600, 'job': 'Producer', 'name': 'Joanne Smith'}, {'credit_id': '593d38fe925141059701d42f', 'department': 'Camera', 'gender': 0, 'id': 1181554, 'job': 'Still Photographer', 'name': 'Alex Bailey'}, {'credit_id': '593d3a1d925141058f01ea5a', 'department': 'Sound', 'gender': 2, 'id': 1192700, 'job': 'Music Supervisor', 'name': 'George Drakoulias'}, {'credit_id': '593d38c692514105b701d702', 'department': 'Crew', 'gender': 0, 'id': 1271079, 'job': 'Stunt Coordinator', 'name': 'Frank Henson'}, {'credit_id': '593d36a4c3a36828fc0085ec', 'department': 'Costume & Make-Up', 'gender': 2, 'id': 1318478, 'job': 'Costume Design', 'name': 'Stephen Noble'}, {'credit_id': '593d3757925141059b01d45f', 'department': 'Directing', 'gender': 0, 'id': 1319629, 'job': 'First Assistant Director', 'name': 'Lee Grumett'}, {'credit_id': '593d37ac925141058f01e7e7', 'department': 'Sound', 'gender': 0, 'id': 1338969, 'job': 'Sound Effects Editor', 'name': 'Niv Adiri'}, {'credit_id': '593d3a62925141058f01ea90', 'department': 'Sound', 'gender': 0, 'id': 1376807, 'job': 'Music Editor', 'name': 'Yann McCullough'}, {'credit_id': '593d393ec3a3680f4201e1fb', 'department': 'Camera', 'gender': 2, 'id': 1388897, 'job': 'Steadicam Operator', 'name': 'Julian Morson'}, {'credit_id': '593d3ac3c3a3680f3301acfc', 'department': 'Directing', 'gender': 1, 'id': 1394104, 'job': 'Script Supervisor', 'name': 'Diana Dill'}, {'credit_id': '593d3566c3a3680f5901cdb4', 'department': 'Art', 'gender': 0, 'id': 1426835, 'job': 'Art Direction', 'name': 'Paul Cripps'}, {'credit_id': '593d39c7c3a3680f6701e79e', 'department': 'Costume & Make-Up', 'gender': 0, 'id': 1831960, 'job': 'Costume Supervisor', 'name': 'Charlotte Child'}, {'credit_id': '593d3b35925141059701d648', 'department': 'Production', 'gender': 0, 'id': 1831962, 'job': 'Production Coordinator', 'name': 'Layla Mall'}]",markromanek,0.0,17.662549734018842,17.587396439130185,25.76686473115932,0.0,0.5,0.5,0.49889970190593924,0.3799879241147658,0.36701425913772173,0.44918037703168534
0,"['drama', 'horror', 'romance']",http://www.theeclipsefilm.com/,39563,[],en,The Eclipse,"Michael Farr (Hinds) is a widower living in a misty Irish seaside town who is struggling to adjust to his new role as the sole caretaker of his two children. Still reeling from the death of his wife, he has been plagued by terrifying apparitions. When he volunteers at a local literary festival, he finds himself drawn to Lena Morelle (Hjejle), an empathetic author of supernatural fiction (Hjelje). While Lena tries to help Michael with the mystery of his nightmarish visions, she must contend with problems of her own—she’s being jealously pursued by a self-obsessed novelist (Quinn), her one-time lover. As the three adults’ lives converge, the turbulence of the phantom world will soon have nothing on that of the living.",9.342465,[],[],2009-04-24,0,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,If there is life after death - love lives on,The Eclipse,6.1,15,"['ciaránhinds', 'aidanquinn', 'ibenhjejle']","[{'credit_id': '52fe47269251416c9106ba73', 'department': 'Directing', 'gender': 0, 'id': 73289, 'job': 'Director', 'name': 'Conor McPherson'}]",conormcpherson,0.0,17.662549734018842,17.587396439130185,25.76686473115932,0.0,0.5,0.5,0.49889970190593924,0.3799879241147658,0.36701425913772173,0.44918037703168534
30250000,"['comedy', 'thriller', 'crime']",,8012,"['gambling', 'miami', 'basedonnovel']",en,Get Shorty,"Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.",15.585138,"[{""name"": ""Jersey Films"", ""id"": 216}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-10-20,115101622,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"The mob is tough, but it’s nothing like show business.",Get Shorty,6.4,302,"['johntravolta', 'genehackman', 'renerusso']","[{'credit_id': '563607f0c3a3681b5401b720', 'department': 'Production', 'gender': 1, 'id': 495, 'job': 'Casting', 'name': 'Debra Zane'}, {'credit_id': '52fe448dc3a36847f809c735', 'department': 'Production', 'gender': 2, 'id': 518, 'job': 'Producer', 'name': 'Danny DeVito'}, {'credit_id': '52fe448dc3a36847f809c759', 'department': 'Writing', 'gender': 2, 'id': 2199, 'job': 'Screenplay', 'name': 'Scott Frank'}, {'credit_id': '52fe448dc3a36847f809c72f', 'department': 'Writing', 'gender': 2, 'id': 2235, 'job': 'Novel', 'name': 'Elmore Leonard'}, {'credit_id': '52fe448dc3a36847f809c729', 'department': 'Directing', 'gender': 2, 'id': 5174, 'job': 'Director', 'name': 'Barry Sonnenfeld'}, {'credit_id': '52fe448dc3a36847f809c73b', 'department': 'Production', 'gender': 2, 'id': 5381, 'job': 'Producer', 'name': 'Michael Shamberg'}, {'credit_id': '52fe448dc3a36847f809c741', 'department': 'Production', 'gender': 1, 'id': 5382, 'job': 'Producer', 'name': 'Stacey Sher'}, {'credit_id': '563607c3c3a3681b4b0189da', 'department': 'Production', 'gender': 2, 'id': 5490, 'job': 'Casting', 'name': 'David Rubin'}, {'credit_id': '56728b6192514163c2002025', 'department': 'Art', 'gender': 2, 'id': 6191, 'job': 'Set Decoration', 'name': 'Leslie E. Rollins'}, {'credit_id': '52fe448dc3a36847f809c747', 'department': 'Sound', 'gender': 2, 'id': 6394, 'job': 'Original Music Composer', 'name': 'John Lurie'}, {'credit_id': '56360955925141616700c217', 'department': 'Sound', 'gender': 0, 'id': 6940, 'job': 'Music Supervisor', 'name': 'Karyn Rachtman'}, {'credit_id': '52fe448dc3a36847f809c74d', 'department': 'Camera', 'gender': 2, 'id': 9614, 'job': 'Director of Photography', 'name': 'Donald Peterman'}, {'credit_id': '5636078b9251414ab70184d2', 'department': 'Costume & Make-Up', 'gender': 1, 'id': 11802, 'job': 'Costume Design', 'name': 'Betsy Heimann'}, {'credit_id': '56728b4b92514163ce00206a', 'department': 'Art', 'gender': 2, 'id': 11412, 'job': 'Art Direction', 'name': 'Steve Arnold'}, {'credit_id': '52fe448dc3a36847f809c753', 'department': 'Art', 'gender': 2, 'id': 16466, 'job': 'Production Design', 'name': 'Peter S. Larkin'}, {'credit_id': '56728c7ec3a3680721002160', 'department': 'Editing', 'gender': 0, 'id': 1280314, 'job': 'First Assistant Editor', 'name': 'Suzanne Pillsbury'}, {'credit_id': '56728be2c3a368070a001e93', 'department': 'Costume & Make-Up', 'gender': 0, 'id': 1321004, 'job': 'Costume Supervisor', 'name': 'David Rawley'}, {'credit_id': '56728d33c3a368070a001edf', 'department': 'Costume & Make-Up', 'gender': 0, 'id': 1338146, 'job': 'Makeup Artist', 'name': 'Natalie Wood'}, {'credit_id': '56728caa92514163cb002170', 'department': 'Costume & Make-Up', 'gender': 0, 'id': 1397881, 'job': 'Hairstylist', 'name': 'Audrey Futterman-Stern'}, {'credit_id': '56728ba6c3a368071c00228f', 'department': 'Art', 'gender': 0, 'id': 1453174, 'job': 'Construction Coordinator', 'name': 'Jim Ondrejko'}, {'credit_id': '56728bc992514163c8001fe2', 'department': 'Costume & Make-Up', 'gender': 0, 'id': 1458759, 'job': 'Assistant Costume Designer', 'name': 'Sabrina Rosen'}, {'credit_id': '56728c07c3a36807120022ce', 'department': 'Costume & Make-Up', 'gender': 0, 'id': 1477790, 'job': 'Set Costumer', 'name': 'Lori Stilson'}, {'credit_id': '56728c5ec3a368070e001f97', 'department': 'Editing', 'gender': 1, 'id': 1527434, 'job': 'Dialogue Editor', 'name': 'Eliza Paley'}, {'credit_id': '56728d0892514163ce0020d5', 'department': 'Costume & Make-Up', 'gender': 0, 'id': 1534237, 'job': 'Makeup Department Head', 'name': 'Ellen Wong'}, {'credit_id': '56728b8cc3a368070a001e7f', 'department': 'Art', 'gender': 0, 'id': 1535452, 'job': 'Art Department Coordinator', 'name': 'Robby Green'}, {'credit_id': '56728cd3c3a36807120022ea', 'department': 'Costume & Make-Up', 'gender': 0, 'id': 1536363, 'job': 'Key Hair Stylist', 'name': 'Ron Scott'}]",barrysonnenfeld,0.0,17.662549734018842,17.587396439130185,25.76686473115932,0.5,0.5,0.5,0.49889970190593924,0.6717269667692753,0.36701425913772173,0.5075281855625873
100000000,"['action', 'thriller']",,44048,['runawaytrain'],en,Unstoppable,"A runaway train, transporting deadly, toxic chemicals, is barreling down on Stanton, Pennsylvania, and only two men can stop it: a veteran engineer and a young conductor. Thousands of lives hang in the balance as these ordinary heroes attempt to chase down one million tons of hurtling steel and prevent an epic disaster.",37.698465,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Firm Films"", ""id"": 1838}, {""name"": ""Prospect Park"", ""id"": 19776}, {""name"": ""Millbrook Farm Productions"", ""id"": 19777}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-11-04,167805466,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"1,000,000 Tons. 100,000 Lives. 100 Minutes.",Unstoppable,6.3,1165,"['denzelwashington', 'chrispine', 'rosariodawson']","[{'credit_id': '52fe4674c3a36847f80fff55', 'department': 'Production', 'gender': 2, 'id': 2445, 'job': 'Producer', 'name': 'Eric McLeod'}, {'credit_id': '5382ffa20e0a2624c000c3d8', 'department': 'Production', 'gender': 1, 'id': 2215, 'job': 'Casting', 'name': 'Denise Chamian'}, {'credit_id': '5382ffca0e0a26588c00789f', 'department': 'Editing', 'gender': 2, 'id': 541, 'job': 'Editor', 'name': 'Chris Lebenzon'}, {'credit_id': '52fe4674c3a36847f80fff09', 'department': 'Directing', 'gender': 2, 'id': 893, 'job': 'Director', 'name': 'Tony Scott'}, {'credit_id': '52fe4674c3a36847f80fff49', 'department': 'Production', 'gender': 2, 'id': 893, 'job': 'Producer', 'name': 'Tony Scott'}, {'credit_id': '538300730e0a2624b700c3af', 'department': 'Costume & Make-Up', 'gender': 1, 'id': 4034, 'job': 'Costume Design', 'name': 'Penny Rose'}, {'credit_id': '5831a83e92514162d202509e', 'department': 'Sound', 'gender': 2, 'id': 5553, 'job': 'Original Music Composer', 'name': 'Harry Gregson-Williams'}, {'credit_id': '5383000a0e0a2624b700c3a5', 'department': 'Art', 'gender': 0, 'id': 9818, 'job': 'Art Direction', 'name': 'Julian Ashby'}, {'credit_id': '52fe4674c3a36847f80fff4f', 'department': 'Production', 'gender': 1, 'id': 13920, 'job': 'Producer', 'name': 'Mimi Rogers'}, {'credit_id': '5383001c0e0a26588c0078b0', 'department': 'Art', 'gender': 0, 'id': 14378, 'job': 'Art Direction', 'name': 'Drew Boughton'}, {'credit_id': '538300570e0a2624b400c326', 'department': 'Art', 'gender': 1, 'id': 13588, 'job': 'Set Decoration', 'name': 'Rosemary Brandenburg'}, {'credit_id': '52fe4674c3a36847f80fff37', 'department': 'Writing', 'gender': 0, 'id': 18189, 'job': 'Writer', 'name': 'Mark Bomback'}, {'credit_id': '52fe4674c3a36847f80fff67', 'department': 'Production', 'gender': 2, 'id': 30714, 'job': 'Executive Producer', 'name': 'Rick Yorn'}, {'credit_id': '5831acdb92514162d202551a', 'department': 'Sound', 'gender': 0, 'id': 55227, 'job': 'Production Sound Mixer', 'name': 'William B. Kaplan'}, {'credit_id': '52fe4674c3a36847f80fff43', 'department': 'Production', 'gender': 1, 'id': 63989, 'job': 'Producer', 'name': 'Julie Yorn'}, {'credit_id': '5382ffb90e0a26588c00789b', 'department': 'Editing', 'gender': 2, 'id': 56519, 'job': 'Editor', 'name': 'Robert Duffy'}, {'credit_id': '538300430e0a2624bd00c0a0', 'department': 'Art', 'gender': 1, 'id': 66689, 'job': 'Art Direction', 'name': 'Dawn Swiderski'}, {'credit_id': '52fe4674c3a36847f80fff6d', 'department': 'Production', 'gender': 2, 'id': 58145, 'job': 'Executive Producer', 'name': 'Jeff Kwatinetz'}, {'credit_id': '5382ffe00e0a2624c700c17a', 'department': 'Art', 'gender': 2, 'id': 60579, 'job': 'Production Design', 'name': 'Chris Seagers'}, {'credit_id': '52fe4674c3a36847f80fff73', 'department': 'Camera', 'gender': 2, 'id': 63310, 'job': 'Director of Photography', 'name': 'Ben Seresin'}, {'credit_id': '5383002f0e0a2624b400c322', 'department': 'Art', 'gender': 1, 'id': 66569, 'job': 'Art Direction', 'name': 'Denise Hudson'}, {'credit_id': '52fe4674c3a36847f80fff5b', 'department': 'Production', 'gender': 0, 'id': 113665, 'job': 'Producer', 'name': 'Alex Young'}, {'credit_id': '52fe4674c3a36847f80fff61', 'department': 'Production', 'gender': 0, 'id': 327966, 'job': 'Executive Producer', 'name': 'Chris Ciaffa'}, {'credit_id': '5831ad0492514162cf0252ef', 'department': 'Sound', 'gender': 0, 'id': 548435, 'job': 'Sound Mixer', 'name': 'Nerses Gezalyan'}, {'credit_id': '538300b30e0a2624b400c335', 'department': 'Costume & Make-Up', 'gender': 0, 'id': 1322466, 'job': 'Costume Supervisor', 'name': 'Stacy Horn'}, {'credit_id': '538300880e0a2624cb00bcad', 'department': 'Costume & Make-Up', 'gender': 0, 'id': 1323090, 'job': 'Makeup Department Head', 'name': 'Edouard F. Henriques'}, {'credit_id': '5831ad4192514162d202558c', 'department': 'Camera', 'gender': 2, 'id': 1445842, 'job': 'Still Photographer', 'name': 'Robert Zuckerman'}]",tonyscott,0.0,17.662549734018842,17.587396439130185,25.76686473115932,0.6,0.5,0.5,0.49889970190593924,0.7300747753001773,0.36701425913772173,0.5191977472687677
16000000,"['drama', 'romance']",http://theimmigrant-lefilm.com/,152599,"['newyork', 'corruption', 'sistersisterrelationship']",en,The Immigrant,An innocent immigrant woman is tricked into a life of burlesque and vaudeville until a dazzling magician tries to save her and reunite her with her sister who is being held in the confines of Ellis Island.,13.832464,"[{""name"": ""Kingsgate Films"", ""id"": 770}, {""name"": ""Worldview Entertainment"", ""id"": 9015}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-07-03,5867686,117.0,"[{""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Released,,The Immigrant,6.2,250,"['marioncotillard', 'jeremyrenner', 'joaquinphoenix']","[{'credit_id': '5319c1af92514177ab002694', 'department': 'Camera', 'gender': 2, 'id': 2240, 'job': 'Director of Photography', 'name': 'Darius Khondji'}, {'credit_id': '5319c16092514177b40026cf', 'department': 'Costume & Make-Up', 'gender': 1, 'id': 5634, 'job': 'Costume Design', 'name': 'Patricia Norris'}, {'credit_id': '5319c1f592514177b10026c2', 'department': 'Production', 'gender': 2, 'id': 19658, 'job': 'Producer', 'name': 'Greg Shapiro'}, {'credit_id': '52fe4b259251416c910d15bd', 'department': 'Directing', 'gender': 2, 'id': 20561, 'job': 'Director', 'name': 'James Gray'}, {'credit_id': '5319c1dd92514177bc00261d', 'department': 'Production', 'gender': 2, 'id': 20561, 'job': 'Producer', 'name': 'James Gray'}, {'credit_id': '5383c5ffc3a368737d004558', 'department': 'Writing', 'gender': 2, 'id': 20561, 'job': 'Writer', 'name': 'James Gray'}, {'credit_id': '5319c1c092514177ae002609', 'department': 'Editing', 'gender': 2, 'id': 20568, 'job': 'Editor', 'name': 'John Axelrad'}, {'credit_id': '5319c1e992514177b40026f6', 'department': 'Production', 'gender': 2, 'id': 60187, 'job': 'Producer', 'name': 'Anthony Katagas'}, {'credit_id': '5319c18792514177b700269f', 'department': 'Art', 'gender': 2, 'id': 957292, 'job': 'Set Decoration', 'name': 'David Schlesinger'}, {'credit_id': '5319c16f92514177ab002692', 'department': 'Art', 'gender': 0, 'id': 963170, 'job': 'Production Design', 'name': 'Happy Massee'}, {'credit_id': '5319c1cb92514177b40026f1', 'department': 'Editing', 'gender': 0, 'id': 1099631, 'job': 'Editor', 'name': 'Kayla Emter'}, {'credit_id': '5319c17892514177bc002614', 'department': 'Art', 'gender': 0, 'id': 1109464, 'job': 'Art Direction', 'name': 'Pete Zumba'}, {'credit_id': '52fe4b259251416c910d15db', 'department': 'Production', 'gender': 2, 'id': 1128690, 'job': 'Producer', 'name': 'Christopher Woodrow'}, {'credit_id': '5383c613c3a368059800951b', 'department': 'Writing', 'gender': 0, 'id': 1133010, 'job': 'Writer', 'name': 'Ric Menello'}, {'credit_id': '5740b82f925141289b0010bc', 'department': 'Visual Effects', 'gender': 0, 'id': 1336716, 'job': 'Visual Effects Supervisor', 'name': 'Dottie Starling'}, {'credit_id': '56a2c33b925141720b000b2e', 'department': 'Art', 'gender': 2, 'id': 1393558, 'job': 'Leadman', 'name': 'Ray Fisher'}]",jamesgray,0.0,17.662549734018842,17.587396439130185,25.76686473115932,0.0,0.5,0.5,0.49889970190593924,0.3799879241147658,0.36701425913772173,0.44918037703168534
32000000,"['action', 'western']",,12106,"['gunslinger', 'revenge', 'prairie']",en,The Quick and the Dead,"A mysterious woman comes to compete in a quick-draw elimination tournament, in a town taken over by a notorious gunman.",16.473355,"[{""name"": ""TriStar Pictures"", ""id"": 559}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-02-09,18552460,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Think you are quick enough?,The Quick and the Dead,6.3,427,"['sharonstone', 'genehackman', 'russellcrowe']","[{'credit_id': '52fe44b69251416c7503e58b', 'department': 'Sound', 'gender': 2, 'id': 37, 'job': 'Music', 'name': 'Alan Silvestri'}, {'credit_id': '52fe44b69251416c7503e597', 'department': 'Editing', 'gender': 2, 'id': 950, 'job': 'Editor', 'name': 'Pietro Scalia'}, {'credit_id': '52fe44b69251416c7503e579', 'department': 'Production', 'gender': 2, 'id': 4146, 'job': 'Producer', 'name': 'Patrick Markey'}, {'credit_id': '52fe44b69251416c7503e561', 'department': 'Directing', 'gender': 2, 'id': 7623, 'job': 'Director', 'name': 'Sam Raimi'}, {'credit_id': '52fe44b69251416c7503e585', 'department': 'Production', 'gender': 0, 'id': 11359, 'job': 'Executive Producer', 'name': 'Robert Tapert'}, {'credit_id': '52fe44b69251416c7503e591', 'department': 'Camera', 'gender': 2, 'id': 11099, 'job': 'Director of Photography', 'name': 'Dante Spinotti'}, {'credit_id': '52fe44b69251416c7503e567', 'department': 'Writing', 'gender': 2, 'id': 21705, 'job': 'Screenplay', 'name': 'Simon Moore'}, {'credit_id': '52fe44b69251416c7503e573', 'department': 'Production', 'gender': 0, 'id': 59920, 'job': 'Executive Producer', 'name': 'Toby Jaffe'}, {'credit_id': '52fe44b69251416c7503e57f', 'department': 'Production', 'gender': 2, 'id': 57439, 'job': 'Producer', 'name': 'Allen Shapiro'}, {'credit_id': '52fe44b69251416c7503e56d', 'department': 'Production', 'gender': 2, 'id': 71262, 'job': 'Producer', 'name': 'Joshua Donen'}]",samraimi,0.0,17.662549734018842,17.587396439130185,25.76686473115932,1.7000000000000002,0.5,0.5,0.49889970190593924,1.0,0.36701425913772173,0.5731827922087323
